Name,Image URL,Price,Manufacturer,Part #,Type,Color,Power Supply,Side Panel,Power Supply Shroud,Front Panel USB,Motherboard Form Factor,Maximum Video Card Length,Drive Bays,Expansion Slots,Dimensions,Volume
Logisys Area 51,https://images-na.ssl-images-amazon.com/images/I/41Vlx-H0aWL.jpg,,Logisys,CS51WSL,ATX Mid Tower,Silver,480 W,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 2 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"541 mm x 248 mm x 487 mm, 21.299"" x 9.764"" x 19.173""","65.34 L, 2.307 ft³"
Apevia X-Trooper-Jr,https://m.media-amazon.com/images/I/41fC2K44feL.jpg,,Apevia,X-TRPJR-BK,ATX Mid Tower,Black,None,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"2 x External 5.25"", 1 x External 3.5"", 3 x Internal 3.5""",7 x Full-Height,"403 mm x 181 mm x 409 mm, 15.866"" x 7.126"" x 16.102""","29.834 L, 1.054 ft³"
Apevia X-Trooper-Jr,https://m.media-amazon.com/images/I/41Ul8XS88UL.jpg,,Apevia,X-TRPJR-GN,ATX Mid Tower,Black,None,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"2 x External 5.25"", 1 x External 3.5"", 3 x Internal 3.5""",7 x Full-Height,"403 mm x 181 mm x 409 mm, 15.866"" x 7.126"" x 16.102""","29.834 L, 1.054 ft³"
Apevia X-Trooper-Jr,https://m.media-amazon.com/images/I/41Ul8XS88UL.jpg,,Apevia,X-TRPJR-NW-BK,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"2 x External 5.25"", 1 x External 3.5"", 3 x Internal 3.5""",7 x Full-Height,"403 mm x 181 mm x 409 mm, 15.866"" x 7.126"" x 16.102""","29.834 L, 1.054 ft³"
NZXT Beta,/static/forever/img/no-image.png,,NZXT,CS-NT-BETA-B,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX","266 mm / 10.472""","4 x External 5.25"", 5 x Internal 3.5""",7 x Full-Height,"500 mm x 199 mm x 430 mm, 19.685"" x 7.835"" x 16.929""","42.785 L, 1.511 ft³"
Broadway Com Corp A3728,/static/forever/img/no-image.png,,Broadway Com Corp,A3728-BLUE,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"3 x External 5.25"", 1 x External 3.5"", 4 x Internal 3.5""",7 x Full-Height,"457 mm x 185 mm x 411 mm, 17.992"" x 7.283"" x 16.181""","34.748 L, 1.227 ft³"
Broadway Com Corp A3728,/static/forever/img/no-image.png,,Broadway Com Corp,A3728-RED,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"3 x External 5.25"", 1 x External 3.5"", 4 x Internal 3.5""",7 x Full-Height,"457 mm x 185 mm x 411 mm, 17.992"" x 7.283"" x 16.181""","34.748 L, 1.227 ft³"
Broadway Com Corp A5938,/static/forever/img/no-image.png,,Broadway Com Corp,A5938-BLUE,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"Micro ATX, Mini ITX",,"3 x External 5.25"", 1 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"469 mm x 200 mm x 431 mm, 18.465"" x 7.874"" x 16.969""","40.428 L, 1.428 ft³"
Broadway Com Corp A5938,/static/forever/img/no-image.png,,Broadway Com Corp,A5938-RED,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"Micro ATX, Mini ITX",,"3 x External 5.25"", 1 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"469 mm x 200 mm x 431 mm, 18.465"" x 7.874"" x 16.969""","40.428 L, 1.428 ft³"
HEC 98R9BB,/static/forever/img/no-image.png,,HEC,98R9BB,ATX Full Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX, SSI CEB, SSI EEB",,"7 x External 5.25"", 5 x Internal 3.5""",10 x Full-Height,"571 mm x 231 mm x 596 mm, 22.48"" x 9.094"" x 23.465""","78.613 L, 2.776 ft³"
In Win EM020.T350SL,/static/forever/img/no-image.png,,In Win,EM020.T350SL,MicroATX Mini Tower,Black / Silver,None,None,No,USB 2.0 Type-A,"Micro ATX, Mini ITX",,"2 x External 5.25"", 2 x External 3.5"", 2 x Internal 3.5""",4 x Full-Height,"381 mm x 190 mm x 350 mm, 15"" x 7.48"" x 13.78""","25.337 L, 0.895 ft³"
Lian Li PC-A05FNB,https://images-na.ssl-images-amazon.com/images/I/41ruujMrGdL.jpg,,Lian Li,PC-A05FNB,ATX Mid Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX, Thin Mini ITX","280 mm / 11.024"" With Drive Cages, 280 mm / 11.024"" Without Drive Cages","2 x External 5.25"", 1 x External 3.5"", 3 x Internal 3.5"", 2 x Internal 2.5""",8 x Full-Height,"500 mm x 210 mm x 385 mm, 19.685"" x 8.268"" x 15.157""","40.425 L, 1.428 ft³"
Lian Li PC-V600F,https://images-na.ssl-images-amazon.com/images/I/51XbjMkl6rL.jpg,,Lian Li,PC-V600FA,MicroATX Mini Tower,Silver,None,None,No,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX, Thin Mini ITX","370 mm / 14.567""","2 x External 5.25"", 5 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"469 mm x 189 mm x 389 mm, 18.465"" x 7.441"" x 15.315""","34.481 L, 1.218 ft³"
Lian Li PC-V600F,//cdna.pcpartpicker.com/static/forever/images/product/06ac08b5a525c7c5d5a5262ad8743233.256p.jpg,,Lian Li,PC-V600FB,MicroATX Mini Tower,Black,None,None,No,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX, Thin Mini ITX","370 mm / 14.567""","2 x External 5.25"", 5 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"469 mm x 189 mm x 389 mm, 18.465"" x 7.441"" x 15.315""","34.481 L, 1.218 ft³"
Lian Li PC-X2000F,https://m.media-amazon.com/images/I/31qL5bGR4mL.jpg,,Lian Li,PC-X2000F,ATX Full Tower,Black,None,None,No,USB 3.2 Gen 1 Type-A,"ATX, EATX, Micro ATX, Mini ITX","340 mm / 13.386""","4 x External 5.25"", 7 x Internal 3.5""",10 x Full-Height,"441 mm x 240 mm x 694 mm, 17.362"" x 9.449"" x 27.323""","73.453 L, 2.594 ft³"
Lian Li PC-X900,https://images-na.ssl-images-amazon.com/images/I/51mSA%2Be2FZL.jpg,,Lian Li,PC-X900R,ATX Mid Tower,Red,None,Acrylic,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","305 mm / 12.008""","3 x External 5.25"", 7 x Internal 3.5""",7 x Full-Height,"388 mm x 230 mm x 597 mm, 15.276"" x 9.055"" x 23.504""","53.276 L, 1.881 ft³"
Lian Li PC-X900,https://m.media-amazon.com/images/I/41D0+zB8VvL.jpg,,Lian Li,PC-X900B,ATX Mid Tower,Black,None,Acrylic,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","305 mm / 12.008""","3 x External 5.25"", 7 x Internal 3.5""",7 x Full-Height,"388 mm x 230 mm x 597 mm, 15.276"" x 9.055"" x 23.504""","53.276 L, 1.881 ft³"
Lian Li PC-Z60B,/static/forever/img/no-image.png,,Lian Li,PC-Z60B,ATX Mid Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX, Thin Mini ITX","288 mm / 11.339""","3 x External 5.25"", 6 x Internal 3.5"", 2 x Internal 2.5""",8 x Full-Height,"480 mm x 210 mm x 471 mm, 18.898"" x 8.268"" x 18.543""","47.477 L, 1.677 ft³"
Lian Li PC-Z70B,//cdna.pcpartpicker.com/static/forever/images/product/6e54d451790a7143017f9c92f312ec79.med.256p.jpg,,Lian Li,PC-Z70B,ATX Full Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, HPTX, Micro ATX, Mini ITX","390 mm / 15.354""","3 x External 5.25"", 9 x Internal 3.5"", 2 x Internal 2.5""",11 x Full-Height,"592 mm x 219 mm x 599 mm, 23.307"" x 8.622"" x 23.583""","77.659 L, 2.743 ft³"
Logisys CS1200BK,/static/forever/img/no-image.png,,Logisys,CS1200BK,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"501 mm x 199 mm x 480 mm, 19.724"" x 7.835"" x 18.898""","47.856 L, 1.69 ft³"
Logisys CS2006BK,//cdna.pcpartpicker.com/static/forever/images/product/5429ea6a6f4880164aa5b9996cb910a6.med.256p.jpg,,Logisys,CS2006BK,ATX Mid Tower,Black,480 W,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"424 mm x 195 mm x 466 mm, 16.693"" x 7.677"" x 18.346""","38.529 L, 1.361 ft³"
Logisys CS301BK,https://images-na.ssl-images-amazon.com/images/I/31WDp-qG91L.jpg,,Logisys,CS301BK,ATX Mid Tower,Black,480 W,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"457 mm x 180 mm x 420 mm, 17.992"" x 7.087"" x 16.535""","34.549 L, 1.22 ft³"
Logisys CS308RD,https://images-na.ssl-images-amazon.com/images/I/41BlBVepLyL.jpg,,Logisys,CS308RD,ATX Mid Tower,Black / Red,480 W,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"420 mm x 180 mm x 420 mm, 16.535"" x 7.087"" x 16.535""","31.752 L, 1.121 ft³"
Raidmax ATX-298WW,https://m.media-amazon.com/images/I/41gXbHSu3oL.jpg,,Raidmax,ATX-298WW,ATX Mid Tower,Black / White,None,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 4 x Internal 3.5""",7 x Full-Height,"508 mm x 190 mm x 444 mm, 20"" x 7.48"" x 17.48""","42.855 L, 1.513 ft³"
Sunbeam IC-EVO,/static/forever/img/no-image.png,,Sunbeam,IC-EVO-BK,ATX Mid Tower,Black,None,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 2 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"430 mm x 199 mm x 450 mm, 16.929"" x 7.835"" x 17.717""","38.507 L, 1.36 ft³"
TUNIQ IC-TQ3-US,/static/forever/img/no-image.png,,TUNIQ,IC-TQ3-US-BK,ATX Mid Tower,Black,None,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"5 x External 5.25"", 2 x External 3.5"", 3 x Internal 3.5""",7 x Full-Height,,
XClio Blue I,/static/forever/img/no-image.png,,XClio,Blue I,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"489 mm x 189 mm x 450 mm, 19.252"" x 7.441"" x 17.717""","41.589 L, 1.469 ft³"
Zalman GS1200,https://m.media-amazon.com/images/I/51Lc43lLk9L.jpg,,Zalman,GS1200,ATX Full Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","350 mm / 13.78""","3 x External 5.25"", 1 x External 3.5"", 6 x Internal 3.5""",7 x Full-Height,"637 mm x 259 mm x 568 mm, 25.079"" x 10.197"" x 22.362""","93.71 L, 3.309 ft³"
nMEDIAPC HTPC 1000B,//cdna.pcpartpicker.com/static/forever/images/product/96e6bf5366af845a768e996d8306e8fb.med.256p.jpg,,nMEDIAPC,HTPC 1000S,HTPC,Silver / Black,None,None,No,USB 2.0 Type-A,"Micro ATX, Mini ITX",,"1 x External 5.25"", 4 x Internal 3.5""",4 x Full-Height,"137 mm x 431 mm x 414 mm, 5.394"" x 16.969"" x 16.299""","24.445 L, 0.863 ft³"
nMEDIAPC HTPC 3000B,/static/forever/img/no-image.png,,nMEDIAPC,HTPC 3000B,HTPC,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"1 x External 5.25"", 6 x Internal 3.5""",7 x Full-Height,"160 mm x 434 mm x 416 mm, 6.299"" x 17.087"" x 16.378""","28.887 L, 1.02 ft³"
nMEDIAPC HTPC 6000B,/static/forever/img/no-image.png,,nMEDIAPC,HTPC 6000S,HTPC,Silver / Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","254 mm / 10""","1 x External 5.25"", 5 x Internal 3.5""",7 x Full-Height,"167 mm x 431 mm x 416 mm, 6.575"" x 16.969"" x 16.378""","29.942 L, 1.057 ft³"
Raidmax ATX-948WBP,/static/forever/img/no-image.png,,Raidmax,ATX-948WBP,ATX Mid Tower,Black,450 W,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"5 x External 5.25"", 1 x External 3.5"", 4 x Internal 3.5""",7 x Full-Height,"495 mm x 203 mm x 469 mm, 19.488"" x 7.992"" x 18.465""","47.127 L, 1.664 ft³"
Sentey PS2-3268,https://m.media-amazon.com/images/I/41fZ41RaWmL.jpg,,Sentey,PS2-3268,ATX Mid Tower,Black / Silver,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX, Thin Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 4 x Internal 3.5""",7 x Full-Height,"484 mm x 189 mm x 424 mm, 19.055"" x 7.441"" x 16.693""","38.786 L, 1.37 ft³"
Sentey DS1-4237,https://m.media-amazon.com/images/I/41YdtaFUBrL.jpg,,Sentey,DS1-4237,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX, Thin Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 4 x Internal 3.5""",7 x Full-Height,"484 mm x 189 mm x 424 mm, 19.055"" x 7.441"" x 16.693""","38.786 L, 1.37 ft³"
Raidmax ATX-615WUP,https://images-na.ssl-images-amazon.com/images/I/21iwELwbiQL.jpg,,Raidmax,ATX-615WUP,ATX Mid Tower,Black / Blue,500 W,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 4 x Internal 3.5""",7 x Full-Height,"508 mm x 203 mm x 463 mm, 20"" x 7.992"" x 18.228""","47.746 L, 1.686 ft³"
Raidmax ATX-305WBP,//cdna.pcpartpicker.com/static/forever/images/product/084b281b0adf29cebeafb3f7a1d04760.med.256p.jpg,,Raidmax,ATX-305WBP,ATX Mid Tower,Black,450 W,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"3 x External 5.25"", 4 x Internal 3.5""",7 x Full-Height,"469 mm x 241 mm x 438 mm, 18.465"" x 9.488"" x 17.244""","49.507 L, 1.748 ft³"
Diablotek CPA-3570,https://images-na.ssl-images-amazon.com/images/I/41w%2Br7ImPVL.jpg,,Diablotek,CPA-3570,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX","275 mm / 10.827""","3 x External 5.25"", 1 x External 3.5"", 4 x Internal 3.5""",7 x Full-Height,"469 mm x 189 mm x 433 mm, 18.465"" x 7.441"" x 17.047""","38.382 L, 1.355 ft³"
Sentey CS1-1396,/static/forever/img/no-image.png,,Sentey,CS1-1396,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"2 x External 5.25"", 5 x Internal 3.5""",7 x Full-Height,"410 mm x 179 mm x 379 mm, 16.142"" x 7.047"" x 14.921""","27.815 L, 0.982 ft³"
Sentey BX2-4260 v2.3,/static/forever/img/no-image.png,,Sentey,BX2-4260 v2.3,ATX Mid Tower,Black,None,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"465 mm x 189 mm x 445 mm, 18.307"" x 7.441"" x 17.52""","39.109 L, 1.381 ft³"
Sentey BX1-4246 v2.1,/static/forever/img/no-image.png,,Sentey,BX1-4246 v2.1,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 4 x Internal 3.5""",7 x Full-Height,"484 mm x 189 mm x 439 mm, 19.055"" x 7.441"" x 17.283""","40.158 L, 1.418 ft³"
Linkworld 313-06-C2228,/static/forever/img/no-image.png,,Linkworld,313-06-C2228,ATX Mid Tower,Black / Silver,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 2 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"439 mm x 189 mm x 424 mm, 17.283"" x 7.441"" x 16.693""","35.18 L, 1.242 ft³"
Linkworld 43706-228FU+P04,/static/forever/img/no-image.png,,Linkworld,43706-228FU+P04,MicroATX Mid Tower,Black,430 W,None,No,USB 2.0 Type-A,"Micro ATX, Mini ITX",,"2 x External 5.25"", 1 x External 3.5"", 2 x Internal 3.5""",4 x Full-Height,"359 mm x 180 mm x 359 mm, 14.134"" x 7.087"" x 14.134""","23.199 L, 0.819 ft³"
Sentey CS2-1332,/static/forever/img/no-image.png,,Sentey,CS2-1332,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"2 x External 5.25"", 1 x External 3.5"", 2 x Internal 3.5""",4 x Full-Height,"409 mm x 174 mm x 364 mm, 16.102"" x 6.85"" x 14.331""","25.904 L, 0.915 ft³"
Linkworld 43716-128FU+P04,/static/forever/img/no-image.png,,Linkworld,43716-128FU+P04,MicroATX Mini Tower,Black / Silver,430 W,None,No,USB 2.0 Type-A,"Micro ATX, Mini ITX",,"2 x External 5.25"", 2 x External 3.5"", 1 x Internal 3.5""",4 x Full-Height,"359 mm x 180 mm x 359 mm, 14.134"" x 7.087"" x 14.134""","23.199 L, 0.819 ft³"
Sentey CS2-1331,/static/forever/img/no-image.png,,Sentey,CS2-1331,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX, Thin Mini ITX",,"2 x External 5.25"", 1 x External 3.5"", 2 x Internal 3.5""",4 x Full-Height,"409 mm x 174 mm x 364 mm, 16.102"" x 6.85"" x 14.331""","25.904 L, 0.915 ft³"
Linkworld 431-06 C.2222,/static/forever/img/no-image.png,,Linkworld,431-06 C.2222,ATX Mid Tower,Black,500 W,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"2 x External 5.25"", 2 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"452 mm x 170 mm x 406 mm, 17.795"" x 6.693"" x 15.984""","31.197 L, 1.102 ft³"
Linkworld 313-11(3131-11),/static/forever/img/no-image.png,,Linkworld,313-11(3131-11),ATX Mid Tower,Black / Silver,500 W,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 2 x External 3.5"", 6 x Internal 3.5""",7 x Full-Height,"495 mm x 236 mm x 541 mm, 19.488"" x 9.291"" x 21.299""","63.2 L, 2.232 ft³"
Diablotek LEGEND,https://images-na.ssl-images-amazon.com/images/I/41TktmD0SDL.jpg,,Diablotek,CPA-0390,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX","275 mm / 10.827""","3 x External 5.25"", 1 x External 3.5"", 2 x Internal 3.5""",7 x Full-Height,,
Sentey BX1-4283 v2.3,/static/forever/img/no-image.png,,Sentey,BX1-4283 v2.3,ATX Mid Tower,Black,None,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 4 x Internal 3.5""",7 x Full-Height,"484 mm x 189 mm x 439 mm, 19.055"" x 7.441"" x 17.283""","40.158 L, 1.418 ft³"
Sigma BLITZ-WB,/static/forever/img/no-image.png,,Sigma,BLITZ-WB,ATX Mid Tower,Black,None,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 2 x External 3.5"", 4 x Internal 3.5""",7 x Full-Height,"533 mm x 203 mm x 431 mm, 20.984"" x 7.992"" x 16.969""","46.634 L, 1.647 ft³"
Sentey BX2-4291 v2.3,/static/forever/img/no-image.png,,Sentey,BX2-4291 v2.3,ATX Mid Tower,Black,None,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"465 mm x 189 mm x 445 mm, 18.307"" x 7.441"" x 17.52""","39.109 L, 1.381 ft³"
Sigma Venom-WB,/static/forever/img/no-image.png,,Sigma,Venom-WB,ATX Mid Tower,Black,None,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"482 mm x 203 mm x 431 mm, 18.976"" x 7.992"" x 16.969""","42.172 L, 1.489 ft³"
Sigma Pluto-WB,/static/forever/img/no-image.png,,Sigma,Pluto-WB,ATX Mid Tower,Black,None,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"488 mm x 203 mm x 419 mm, 19.213"" x 7.992"" x 16.496""","41.508 L, 1.466 ft³"
Sentey PS2-3270,/static/forever/img/no-image.png,,Sentey,PS2-3270,ATX Mid Tower,Black / Silver,250 W,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX, Thin Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 4 x Internal 3.5""",7 x Full-Height,"484 mm x 189 mm x 424 mm, 19.055"" x 7.441"" x 16.693""","38.786 L, 1.37 ft³"
Sentey PS2-3271,/static/forever/img/no-image.png,,Sentey,PS2-3271,ATX Mid Tower,Black,250 W,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX, Thin Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 4 x Internal 3.5""",7 x Full-Height,"484 mm x 189 mm x 424 mm, 19.055"" x 7.441"" x 16.693""","38.786 L, 1.37 ft³"
Sentey PS2-3272,/static/forever/img/no-image.png,,Sentey,PS2-3272,ATX Mid Tower,Black,250 W,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX, Thin Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 4 x Internal 3.5""",7 x Full-Height,"484 mm x 189 mm x 424 mm, 19.055"" x 7.441"" x 16.693""","38.786 L, 1.37 ft³"
Cougar Evolution,https://m.media-amazon.com/images/I/41HFy1ef-lL.jpg,,Cougar,Evolution-W,ATX Mid Tower,White,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","305 mm / 12.008""","6 x External 5.25"", 4 x Internal 3.5""",8 x Full-Height,"522 mm x 223 mm x 514 mm, 20.551"" x 8.78"" x 20.236""","59.833 L, 2.113 ft³"
Sentey GS-6400R - ARVINA,https://m.media-amazon.com/images/I/51EbpLZg8kL.jpg,,Sentey,GS-6400R - ARVINA,ATX Full Tower,Red / Black,None,None,No,USB 2.0 Type-A,"ATX, EATX, Micro ATX, Mini ITX",,"5 x External 5.25"", 5 x Internal 3.5""",7 x Full-Height,"549 mm x 213 mm x 519 mm, 21.614"" x 8.386"" x 20.433""","60.69 L, 2.143 ft³"
Sentey BX1-4284 v2.1,/static/forever/img/no-image.png,,Sentey,BX1-4284 v2.1,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 4 x Internal 3.5""",7 x Full-Height,"484 mm x 189 mm x 439 mm, 19.055"" x 7.441"" x 17.283""","40.158 L, 1.418 ft³"
BitFenix Colossus,//cdna.pcpartpicker.com/static/forever/images/product/ce669c4bb2f263d8c6a72dd2305924e7.med.256p.jpg,,BitFenix,"Colossus, BFC-CLS-600-KKLB1-RP",ATX Full Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX, Thin Mini ITX",,"5 x External 5.25"", 7 x Internal 3.5""",8 x Full-Height,"581 mm x 244 mm x 557 mm, 22.874"" x 9.606"" x 21.929""","78.963 L, 2.789 ft³"
BitFenix Colossus Window,/static/forever/img/no-image.png,,BitFenix,Colossus Window,ATX Full Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX, Thin Mini ITX",,"5 x External 5.25"", 7 x Internal 3.5""",8 x Full-Height,"581 mm x 244 mm x 557 mm, 22.874"" x 9.606"" x 21.929""","78.963 L, 2.789 ft³"
BitFenix Merc Beta,/static/forever/img/no-image.png,,BitFenix,Merc Beta,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX, Thin Mini ITX","270 mm / 10.63"" With Drive Cages, 320 mm / 12.598"" Without Drive Cages","3 x External 5.25"", 1 x External 3.5"", 6 x Internal 3.5""",7 x Full-Height,"438 mm x 189 mm x 489 mm, 17.244"" x 7.441"" x 19.252""","40.48 L, 1.43 ft³"
BitFenix Merc Beta,https://images-na.ssl-images-amazon.com/images/I/41azD4upZoL.jpg,,BitFenix,BFC-MRC-100-KKX2-RP,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX, Thin Mini ITX","270 mm / 10.63"" With Drive Cages, 320 mm / 12.598"" Without Drive Cages","3 x External 5.25"", 1 x External 3.5"", 6 x Internal 3.5""",7 x Full-Height,"438 mm x 189 mm x 489 mm, 17.244"" x 7.441"" x 19.252""","40.48 L, 1.43 ft³"
BitFenix Shinobi Window,//cdna.pcpartpicker.com/static/forever/images/product/881275d5bf1a35ab2c4e514bd80d1057.med.256p.jpg,,BitFenix,"Shinobi Window, BFC-SNB-150-KKW1-RP",ATX Mid Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX, Thin Mini ITX","320 mm / 12.598""","3 x External 5.25"", 7 x Internal 3.5""",7 x Full-Height,"490 mm x 205 mm x 460 mm, 19.291"" x 8.071"" x 18.11""","46.207 L, 1.632 ft³"
