Name,Image URL,Price,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader,Specs Number
TEAMGROUP Xtreem ARGB 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/45ce6f5e11a2b6f2a417f9800b2b55da.256p.jpg,$259.99 ,"
TEAMGROUP
",FF9D548G8000HC38EDC01,"
DDR5-8000
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$5.416
","
Black
","
9.5 ns
","
38
","
1.4 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
TEAMGROUP T-Force Xtreem ARGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/28d914e88b15e7ed57f06db97df569d8.256p.jpg,$84.99 ,"
TEAMGROUP
",TF10D432G3600HC18JDC01,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.656
","
Black / Blue
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper 4 Blackout 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/384cec4cdc966d397eef228c3ae18825.256p.jpg,$39.99 ,"
Patriot
",PVB416G360C8K,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.499
","
Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Signature Line 4 GB,//cdna.pcpartpicker.com/static/forever/images/product/fa80d569f04548854f56839f849f78b7.256p.jpg,$11.99 ,"
Patriot
",PSD44G240081,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
1 x 4GB
","
$2.998
","
Black / Green
","
13.333 ns
","
16
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
G.Skill Aegis 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/707bc1722fa3946767a2620d1b0a34cf.256p.jpg,$37.68 ,"
G.Skill
",F4-2400C17D-16GIS,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.355
","
Black / Red
","
14.167 ns
","
17
","
1.2 V
","
17-17-17-39
","
Non-ECC / Unbuffered
","
No
",13
Wintec Value 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/ef5077599073e80a1a1531c50ecfad1a.med.256p.jpg,,"
Wintec
",3VT8005U9-8GK,"
DDR2-800
","
240-pin DIMM (DDR2)
","
2 x 4GB
",N/A,"
Green
","
15 ns
","
6
","
1.8 V
",N/A,"
Non-ECC / Unbuffered
","
No
",11
TEAMGROUP T-Force Dark Za 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/130610fae2d17d8fba6193d3fdb704c0.256p.jpg,,"
TEAMGROUP
",TDZAD432G3600HC18JDC01,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
",N/A,"
Black / Silver
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",12
Silicon Power SU016GLSTU160N22AH 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/81ea6a8c0f75ee226f373cb6d938dd2e.256p.jpg,$17.97 ,"
Silicon Power
",SU016GLSTU160N22AH,"
DDR3-1600
","
204-pin SODIMM (DDR3)
","
2 x 8GB
","
$1.123
","
Green
","
13.75 ns
","
11
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
Corsair Vengeance 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/4afa94216755c30ad4473c556426a19d.256p.jpg,$181.30 ,"
Corsair
",CMK64GX5M2B5200Z40,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$2.833
","
Gray
","
15.385 ns
","
40
","
1.25 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Dominator Titanium 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/6d6e5fd7604404b8675c404290062b16.256p.jpg,$239.99 ,"
Corsair
",CMP48GX5M2B7000C36,"
DDR5-7000
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$5.000
","
Black
","
10.286 ns
","
36
","
1.4 V
","
36-44-44-114
","
Non-ECC / Unbuffered
","
Yes
",13
Samsung M393A1G40EB1-CPB 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/56cae67eff37b32578b01be3bbd3496c.256p.jpg,$14.99 ,"
Samsung
",M393A1G40EB1-CPB,"
DDR4-2133
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$1.874
","
Green / Black
","
14.065 ns
","
15
","
1.2 V
",N/A,"
ECC / Registered
","
No
",12
Corsair Vengeance RGB RT 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/f52d92708d72fdee2156bd5667f15d01.256p.jpg,$99.99 ,"
Corsair
",CMN32GX4M2Z3600C18W,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$3.125
","
White / Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Timetec PINNACLE Konduit 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/1e5db42cbbb393b0bf4cbebdd103f40e.256p.jpg,$23.99 ,"
Timetec
",PKMD4U36C18FNHW8G,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$2.999
","
White
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 RGB 64 GB,https://m.media-amazon.com/images/I/31JXcCFBoFL.jpg,$198.99 ,"
G.Skill
",F5-5600J3636D32GA2-TZ5RK,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.109
","
Black
","
12.857 ns
","
36
","
1.25 V
","
36-36-36-89
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance LPX 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/4b9b900e1c54dd650b23c5b1ba8052d3.256p.jpg,$49.99 ,"
Corsair
",CMK16GX4M2Z2933C16,"
DDR4-2933
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.124
","
Black / Yellow
","
10.91 ns
","
16
","
1.35 V
","
16-18-18-36
","
Non-ECC / Unbuffered
","
Yes
",13
Thermaltake TOUGHRAM RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/317e4de2cb5da0be0bc9f873f5391366.256p.jpg,$134.98 ,"
Thermaltake
",R022D408GX2-3600C18A,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$8.436
","
White / Silver
","
10 ns
","
18
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Corsair Vengeance 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/fe414d3559a9bbb2e092ba5374f6e1ed.256p.jpg,$224.99 ,"
Corsair
",CMK64GX5M2B5600C36,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.515
","
Black / Gray
","
12.857 ns
","
36
","
1.25 V
","
36-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Crucial CT2KIT25664AA800 4 GB,//cdna.pcpartpicker.com/static/forever/images/product/76d15631a8a940c4afdff1ff64cdb359.256p.jpg,$31.49 ,"
Crucial
",CT2KIT25664AA800,"
DDR2-800
","
240-pin DIMM (DDR2)
","
2 x 2GB
","
$7.872
","
Green
","
15 ns
","
6
","
1.8 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
G.Skill Ripjaws V 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/185a12fd87f898ef2ce0c996bc702caf.256p.jpg,,"
G.Skill
",F4-5333C22D-16GVK,"
DDR4-5333
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Black
","
8.251 ns
","
22
","
1.6 V
","
22-32-32-52
","
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Flare X5 16 GB,/static/forever/img/no-image.png,,"
G.Skill
",F5-5600J3636C16GX1-FX5,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
1 x 16GB
",N/A,"
Black
","
12.857 ns
","
36
","
1.1 V
","
36-36-36-89
","
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Trident Z Neo 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/37215490a1482af82a8a1a0a93590829.256p.jpg,$89.99 ,"
G.Skill
",F4-3200C16D-32GTZN,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.812
","
Silver / Black
","
10 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper Elite II 32 GB,https://m.media-amazon.com/images/I/41TTZKaBOwS.jpg,$59.99 ,"
Patriot
",PVE2432G320C8K,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$1.875
","
Red / Black
","
11.25 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston Server Premier 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/060e159c8516e27d4101d2093a1ebb08.256p.jpg,$119.99 ,"
Kingston
",KSM56E46BD8KM-32HA,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
1 x 32GB
","
$3.750
","
Green / Black
","
16.429 ns
","
46
","
1.1 V
",N/A,"
ECC / Unbuffered
","
No
",12
G.Skill Ripjaws V 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/dddee40fc3ea7a8cbadb191d03d07440.256p.jpg,$42.99 ,"
G.Skill
",F4-3200C16D-16GVGB,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.687
","
Black
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Trident Z RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/2637920ac8df794b51ce1e43673ad055.256p.jpg,,"
G.Skill
",F4-4000C14D-32GTZR,"
DDR4-4000
","
288-pin DIMM (DDR4)
","
2 x 16GB
",N/A,"
Black
","
7 ns
","
14
","
1.55 V
","
14-15-15-35
","
Non-ECC / Unbuffered
","
Yes
",12
Corsair Vengeance RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/222c13c25aa500041aa98810d5068d36.256p.jpg,$209.99 ,"
Corsair
",CMH64GX5M2B5600C40,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.281
","
Black / Gray
","
14.286 ns
","
40
","
1.25 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/2cc8f016fb3e74cb457f9457820ec1c4.256p.jpg,$214.99 ,"
Corsair
",CMH64GX5M2B5600C36W,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.359
","
White / Black
","
12.857 ns
","
36
","
1.25 V
","
36-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston FURY Beast 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/cbff70f75b5d67c6c28fce5086628059.256p.jpg,$28.61 ,"
Kingston
",KF426C16BB/8,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$3.576
","
Black
","
12.003 ns
","
16
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
ADATA XPG GAMMIX D30 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/130c56439a930d61840845d6939f18cb.256p.jpg,,"
ADATA
",AX4U300038G16A-DR30,"
DDR4-3000
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Silver / Red
","
10.667 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
G.Skill Trident Z RGB 8 GB,https://m.media-amazon.com/images/I/41zwLxBBD9L.jpg,,"
G.Skill
",F4-3200C16S-8GTZR,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
1 x 8GB
",N/A,"
Black
","
10 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Ripjaws V 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/185a12fd87f898ef2ce0c996bc702caf.256p.jpg,,"
G.Skill
",F4-4600C20D-64GVK,"
DDR4-4600
","
288-pin DIMM (DDR4)
","
2 x 32GB
",N/A,"
Black
","
8.696 ns
","
20
","
1.55 V
","
20-30-30-50
","
Non-ECC / Unbuffered
","
Yes
",12
Corsair Vengeance LPX 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/ea9fc5e712761bf73ac721de86674214.256p.jpg,$154.99 ,"
Corsair
",CMK64GX4M4A2666C16,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
4 x 16GB
","
$2.422
","
Black / Yellow
","
12.003 ns
","
16
","
1.2 V
","
16-18-18-35
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/712c928dba9edee5be3380b33b612b50.256p.jpg,$142.99 ,"
G.Skill
",F4-3200C16D-64GTZR,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$2.234
","
Black
","
10 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston FURY Beast 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/315e07375f481e900ace3c889f1712ec.256p.jpg,$169.95 ,"
Kingston
",KF432C16BBK4/64,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
4 x 16GB
","
$2.655
","
Black
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Corsair Vengeance LPX 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/e8501d7a632c714860d04635a9fb0300.256p.jpg,$69.98 ,"
Corsair
",CMK32GX4M2A2400C16,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.187
","
Black / Yellow
","
13.333 ns
","
16
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Kingston FURY Beast RGB 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/a89902497003d206dc10492db178cc9a.256p.jpg,$44.61 ,"
Kingston
",KF548C38BBA-8,"
DDR5-4800
","
288-pin DIMM (DDR5)
","
1 x 8GB
","
$5.576
","
Black
","
15.833 ns
","
38
","
1.1 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Trident Z5 Neo 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/37bd3f985cbc5a2416495a81ef2b23c5.256p.jpg,$112.99 ,"
G.Skill
",F5-6000J3636F16GX2-TZ5N,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.531
","
Black
","
12 ns
","
36
","
1.35 V
","
36-36-36-96
","
Non-ECC / Unbuffered
","
No
",13
Kingston ValueRAM 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/39a79c71c7c070ed7afe4197d7d341bc.256p.jpg,$24.30 ,"
Kingston
",KVR24N17S8/8,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$3.038
","
Green
","
14.167 ns
","
17
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
Corsair Vengeance LPX 4 GB,//cdna.pcpartpicker.com/static/forever/images/product/6dfae63c89e50ebad8eea3d8292bc197.256p.jpg,$19.98 ,"
Corsair
",CMK4GX4M1A2400C14,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
1 x 4GB
","
$4.995
","
Black / Yellow
","
12.5 ns
","
15
","
1.2 V
","
15-15-15-36
","
Non-ECC / Unbuffered
","
Yes
",13
V-Color Prism Pro 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/31e1f2e233b76af0bbc5cd319ab9979e.256p.jpg,$45.99 ,"
V-Color
",TL8G36818D-E6PRKWK,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.874
","
Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper Steel 16 GB,https://m.media-amazon.com/images/I/51rypl+NdmL.jpg,$118.35 ,"
Patriot
",PVS416G400C6K,"
DDR4-4000
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$7.397
","
Gray / Black
","
8 ns
","
16
","
1.45 V
","
16-16-16-36
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper Venom 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/f872f449bc8dd16bdc142f80e9df1d88.256p.jpg,$159.99 ,"
Patriot
",PVV564G520C40K,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$2.500
","
Black / White
","
15.385 ns
","
40
","
1.35 V
","
40-40-40-76
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z Neo 16 GB,https://m.media-amazon.com/images/I/41K8kxboupL.jpg,$699.99 ,"
G.Skill
",F4-3800C14D-16GTZN,"
DDR4-3800
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$43.749
","
Black / Silver
","
7.368 ns
","
14
","
1.5 V
","
14-16-16-36
","
Non-ECC / Unbuffered
","
Yes
",13
ADATA XPG LANCER RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/7b841886c219f02c2d37ead97e0213f5.256p.jpg,$128.72 ,"
ADATA
",AX5U6000C4016G-DCLARBK,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.022
","
Black
","
13.333 ns
","
40
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Patriot Viper Steel 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/a6d150a1a9e9ad94874551eee42573e4.256p.jpg,,"
Patriot
",PVS416G440C9K,"
DDR4-4400
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Silver / Black
","
8.636 ns
","
19
","
1.45 V
","
19-19-19-39
","
Non-ECC / Unbuffered
","
Yes
",12
Corsair ValueSelect 16 GB,https://images-eu.ssl-images-amazon.com/images/I/41r5TrbxzbL.jpg,$49.98 ,"
Corsair
",CMV16GX4M1A2666C18,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
1 x 16GB
","
$3.124
","
Black
","
13.503 ns
","
18
","
1.2 V
","
18-18-18-43
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Signature Line 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/5097466ef8f8af80d8df345617f4cf8d.256p.jpg,$17.48 ,"
Patriot
",PSD48G266681,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$2.185
","
Green
","
14.254 ns
","
19
","
1.2 V
","
19-19-19-43
","
Non-ECC / Unbuffered
","
No
",13
Crucial Ballistix Sport LT 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/f7393a4016ac51efa7f9163e1cd49151.256p.jpg,,"
Crucial
",BLS2K8G4D240FSBK,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Gray
","
13.333 ns
","
16
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
G.Skill Ripjaws S5 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/7902c604d247c014506e242bfab61c55.256p.jpg,$107.99 ,"
G.Skill
",F5-6000J3238F16GX2-RS5W,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.375
","
White
","
10.667 ns
","
32
","
1.35 V
","
32-38-38-96
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston FURY Beast 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/2abc3d74e6f27567931bcae83bec53a4.256p.jpg,$67.47 ,"
Kingston
",KF556C36BBE-16,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
1 x 16GB
","
$4.217
","
Black
","
12.857 ns
","
36
","
1.25 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Crucial CT32G52C42U5 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/4dd4838a52e81eaa083a4603f673499a.256p.jpg,$89.99 ,"
Crucial
",CT32G52C42U5,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
1 x 32GB
","
$2.812
","
Black
","
16.154 ns
","
42
","
1.1 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
Corsair Vengeance RGB Pro 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/44b19f42abbb36875dadb379708ff73f.256p.jpg,$194.99 ,"
Corsair
",CMW64GX4M4E3200C16,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
4 x 16GB
","
$3.047
","
Black
","
10 ns
","
16
","
1.35 V
","
16-20-20-38
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston KVR21R15D4K4/64 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/fac0715f6ed3f6a48dc1137d8b9c6605.256p.jpg,$129.46 ,"
Kingston
",KVR21R15D4K4/64,"
DDR4-2133
","
288-pin DIMM (DDR4)
","
4 x 16GB
","
$2.023
","
Black / Green
","
14.065 ns
","
15
","
1.2 V
",N/A,"
ECC / Registered
","
No
",12
Kingston HyperX Fury 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/8145980461eceeb36aa2a5823b26e11d.256p.jpg,,"
Kingston
",HX316C10FRK2/8,"
DDR3-1600
","
240-pin DIMM (DDR3)
","
2 x 4GB
",N/A,"
Red / Silver
","
12.5 ns
","
10
","
1.5 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
Kingston HyperX Fury 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/0d8c59df6d1abf16753bc5404c0922c4.256p.jpg,,"
Kingston
",HX432C16FB3/16,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
1 x 16GB
",N/A,"
Black
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
TEAMGROUP Elite Plus 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/9af705a435329f3e99ecbb2801e23c37.256p.jpg,,"
TEAMGROUP
",TPD416G3200HC22DC01,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Black / Gold
","
13.75 ns
","
22
","
1.2 V
","
22-22-22-52
","
Non-ECC / Unbuffered
","
Yes
",12
G.Skill TridentZ RGB  32 GB,//cdna.pcpartpicker.com/static/forever/images/product/2637920ac8df794b51ce1e43673ad055.256p.jpg,$149.99 ,"
G.Skill
",F4-4600C19D-32GTZR,"
DDR4-4600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$4.687
","
Black
","
8.261 ns
","
19
","
1.5 V
","
19-26-26-46
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Ripjaws S5 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/e79ecc7a9e98cb30f9316ed7dac0858b.256p.jpg,$139.99 ,"
G.Skill
",F5-5600J4040D24GX2-RS5K,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$2.916
","
Black
","
14.286 ns
","
40
","
1.25 V
","
40-40-40-89
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston ValueRAM 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/776874ab311bf4b9d2dfde56e600ceab.256p.jpg,$60.20 ,"
Kingston
",KVR48U40BS8-16,"
DDR5-4800
","
288-pin DIMM (DDR5)
","
1 x 16GB
","
$3.763
","
Green
","
16.667 ns
","
40
","
1.1 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
Corsair Vengeance LED 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/79576225fb95545522618c2a6cb02048.256p.jpg,$846.36 ,"
Corsair
",CMU64GX4M4C3200C16B,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
4 x 16GB
","
$13.224
","
Black / Blue
","
10 ns
","
16
","
1.35 V
","
16-18-18-36
","
Non-ECC / Unbuffered
","
Yes
",13
Addlink Spider X4 32 GB,https://m.media-amazon.com/images/I/31Qx-My7C8L.jpg,$86.44 ,"
Addlink
",AG16GB32C16X4UBX2,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.701
","
Black
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
TEAMGROUP Xtreem 32 GB,https://m.media-amazon.com/images/I/412ogOFAXoL.jpg,$179.99 ,"
TEAMGROUP
",FFXD532G7600HC36FDC01,"
DDR5-7600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$5.625
","
Black
","
9.474 ns
","
36
","
1.4 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Patriot Viper Steel 32 GB,https://m.media-amazon.com/images/I/41voPGvS+-L.jpg,$63.99 ,"
Patriot
",PVS432G360C8,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
1 x 32GB
","
$2.000
","
Gray
","
10 ns
","
18
","
1.35 V
","
18-20-20-40
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Value 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/8bd6ca4575dd0b40523a31db363d3259.256p.jpg,$21.12 ,"
G.Skill
",F4-2666C19S-8GNT,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$2.640
","
Black
","
14.254 ns
","
19
","
1.2 V
","
19-19-19-43
","
Non-ECC / Unbuffered
","
No
",13
Patriot Signature Premium 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/188ca8aa7060e38ebf19464564f3f8fb.256p.jpg,$16.98 ,"
Patriot
",PSP48G240081H1,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$2.123
","
Black
","
14.167 ns
","
17
","
1.2 V
","
17-17-17-39
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston ValueRAM 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/48baeddbd4594c3177ff37acd0ec3bb5.256p.jpg,$37.95 ,"
Kingston
",KVR48U40BS6-8,"
DDR5-4800
","
288-pin DIMM (DDR5)
","
1 x 8GB
","
$4.744
","
Green
","
16.667 ns
","
40
","
1.1 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
Neo Forza FAYE 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/5fbed9eb4dad57d048b4d24f6c98cf60.256p.jpg,,"
Neo Forza
",NMUD480E82-3200DG20,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Silver / Black
","
10 ns
","
16
","
1.35 V
","
16-18-18-36
","
Non-ECC / Unbuffered
","
Yes
",12
Neo Forza FAYE 32 GB,/static/forever/img/no-image.png,,"
Neo Forza
",NMUD416F82-5000IG20,"
DDR4-5000
","
288-pin DIMM (DDR4)
","
2 x 16GB
",N/A,"
Black / Silver
","
7.6 ns
","
19
","
1.6 V
","
19-26-26-46
","
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Trident Z5 Neo 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/37bd3f985cbc5a2416495a81ef2b23c5.256p.jpg,$109.99 ,"
G.Skill
",F5-5600J3036D16GX2-TZ5N,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.437
","
Black
","
10.714 ns
","
30
","
1.25 V
","
30-36-36-89
","
Non-ECC / Unbuffered
","
No
",13
TEAMGROUP T-Force Delta RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/05450ff0875884cf439a0cab97a3fd24.256p.jpg,$52.54 ,"
TEAMGROUP
",TF3D416G3200HC16FDC01,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.284
","
Black
","
10 ns
","
16
","
1.35 V
","
16-20-20-40
","
Non-ECC / Unbuffered
","
Yes
",13
